Name,Wins,Losses,Record,Neustadl,Weighted Neustadl,Rank,Inverse Rank,Weight,Sanyaku,Starting Rank,Beats
Hokutoumi,9,6,6,54,70.9393,0,64,3.79,Y1e,Y1e,Sakahoko;Hananokuni;Kotogaume;Itai;Terao;Takatoriki;Tochinowaka;Ozutsu;Enazakura
Asahifuji,12,3,18,92,139.79159999999996,1,63,3.79,Y1w,Y1w,Tochinowaka;Itai;Sakahoko;Hananokuni;Takatoriki;Enazakura;Terao;Konishiki;Kotogaume;Kirishima;Onokuni;Hokutoumi
Chiyonofuji,13,2,22,100,155.51699999999997,2,62,3.79,Y2e,Y2e,Kotogaume;Sakahoko;Itai;Hananokuni;Takatoriki;Tochinowaka;Terao;Akinoshima;Enazakura;Kotonishiki;Konishiki;Ozutsu;Asahifuji
Onokuni,10,5,10,90,134.42899999999997,3,61,3.79,Y2w,Y2w,Takanofuji;Tochinowaka;Akinoshima;Ozutsu;Kotonishiki;Itai;Kotogaume;Kirishima;Hokutoumi;Chiyonofuji
Kirishima,10,5,10,82,109.5621,4,60,2.2896,O1e,O1e,Takanofuji;Kotogaume;Itai;Wakahanada;Takatoriki;Hokutoumi;Kotofuji;Chiyonofuji;Hananokuni;Konishiki
Konishiki,10,5,10,73,109.82929999999999,5,59,2.2896,O1w,O1w,Itai;Takatoriki;Ozutsu;Sakahoko;Hananokuni;Kotogaume;Akinoshima;Onokuni;Hokutoumi;Terao
Terao,5,10,-10,36,50.7421,6,58,1.5961,S1e,S1e,Enazakura;Takanofuji;Onokuni;Tochinowaka;Ozutsu
Kotonishiki,10,5,10,88,141.22859999999997,7,56,1.5961,S1w,S1w,Kirishima;Ozutsu;Hananokuni;Takatoriki;Konishiki;Asahifuji;Tochinowaka;Hokutoumi;Terao;Akinoshima
Tochinowaka,8,7,2,64,85.9399,8,55,1.2755,K1e,K1e,Konishiki;Kirishima;Itai;Sakahoko;Kotogaume;Takanofuji;Wakahanada;Takamisugi
Sakahoko,5,10,-10,36,57.851099999999995,9,54,1.2755,K1w,K1w,Onokuni;Enazakura;Kotonishiki;Hananokuni;Itai
Akinoshima,10,5,10,88,125.1001,10,53,1.1274,,M1e,Enazakura;Kirishima;Terao;Asahifuji;Akebono;Hokutoumi;Tochinowaka;Sakahoko;Kushimaumi;Kotofuji
Enazakura,3,12,-18,15,19.4166,11,52,1.1274,,M1w,Hananokuni;Takatoriki;Ryogoku
Ozutsu,4,11,-14,23,30.9566,12,51,1.0589,,M2e,Takatoriki;Kotoinazuma;Sakahoko;Enazakura
Takatoriki,5,10,-10,32,50.5103,13,50,1.0589,,M2w,Onokuni;Sakahoko;Terao;Oginohana;Ryogoku
Hananokuni,5,10,-10,29,36.8157,14,49,1.0272,,M3e,Terao;Daijuyama;Takatoriki;Ryogoku;Takanofuji
Itai,3,12,-18,15,19.4606,15,48,1.0272,,M3w,Ozutsu;Enazakura;Takatoriki
Takanofuji,6,9,-6,36,36.606399999999994,16,47,1.0126,,M4e,Oginohana;Daijuyama;Itai;Toyonoumi;Ryogoku;Takahanada
Kotogaume,7,8,-2,59,64.49080000000001,17,46,1.0126,,M4w,Wakasegawa;Terao;Kirinishiki;Toyonoumi;Daishoyama;Wakahanada;Kushimaumi
Kotoinazuma,6,9,-6,36,37.5402,18,45,1.0058,,M5e,Wakahanada;Enazakura;Takanofuji;Itai;Misugisato;Ryogoku
Wakahanada,6,9,-6,38,42.172000000000004,19,44,1.0058,,M5w,Oginohana;Wakasegawa;Kirinishiki;Terao;Ryogoku;Enazakura
Takamisugi,9,6,6,70,72.14769999999999,20,43,1.0027,,M6e,Kotofuji;Ryogoku;Jingaku;Wakasegawa;Toyonoumi;Ozutsu;Kasugafuji;Daishoyama;Kotogaume
Kotofuji,8,7,2,58,60.032500000000006,21,42,1.0027,,M6w,Enazakura;Ryogoku;Toyonoumi;Oginohana;Takahanada;Akebono;Mitoizumi;Daishoyama
Daijuyama,6,9,-6,34,34.9792,22,41,1.0012,,M7e,Enazakura;Ozutsu;Ryogoku;Oginohana;Kyokudozan;Kotoinazuma
Akebono,9,6,6,73,88.2233,23,40,1.0012,,M7w,Daijuyama;Ozutsu;Takahanada;Wakahanada;Mitoizumi;Sakahoko;Kotonishiki;Kasugafuji;Jingaku
Kasugafuji,8,7,2,71,72.10109999999999,24,39,1.0006,,M8e,Daishoyama;Mitoizumi;Toyonoumi;Kyokudozan;Kirinishiki;Wakasegawa;Jingaku;Kotoinazuma
Daishoyama,9,6,6,75,94.4457,25,38,1.0006,,M8w,Ryogoku;Toyonoumi;Kotoinazuma;Kotonowaka;Mitoizumi;Akinoshima;Takahanada;Akebono;Kotonishiki
Jingaku,9,6,6,73,73.76249999999999,26,37,1.0003,,M9e,Misugisato;Kotonowaka;Kushimaumi;Wakasegawa;Ryogoku;Kotofuji;Daijuyama;Oginohana;Kirinishiki
Misugisato,10,5,10,77,82.66009999999999,27,36,1.0003,,M9w,Akebono;Kotonowaka;Ryogoku;Oginohana;Kushimaumi;Wakahanada;Kasugafuji;Takahanada;Wakasegawa;Sakahoko
Kirinishiki,9,6,6,80,80.8041,28,35,1.0001,,M10e,Kotoinazuma;Kotofuji;Takanofuji;Takamisugi;Misugisato;Kotonowaka;Kushimaumi;Kyokudozan;Takahanada
Wakasegawa,8,7,2,62,63.30970000000001,29,34,1.0001,,M10w,Kirinishiki;Kotoinazuma;Mitoizumi;Kotonowaka;Hananokuni;Oginohana;Kotofuji;Daijuyama
Oginohana,5,10,-10,41,41.9848,30,33,1.0001,,M11e,Kyokudozan;Kotoinazuma;Takamisugi;Kasugafuji;Hananokuni
Kyokudozan,8,7,2,75,77.8232,31,32,1.0001,,M11w,Wakahanada;Daishoyama;Takamisugi;Takanofuji;Akebono;Jingaku;Misugisato;Kushimaumi
Kushimaumi,9,6,6,80,82.8599,32,31,1,,M12e,Takahanada;Kotofuji;Kasugafuji;Akebono;Wakahanada;Daishoyama;Wakasegawa;Takamisugi;Daijuyama
Takahanada,8,7,2,66,66.5641,33,30,1,,M12w,Takamisugi;Jingaku;Kotonowaka;Kotoinazuma;Kasugafuji;Kyokudozan;Oginohana;Daijuyama
Toyonoumi,6,9,-6,40,41.2356,34,29,1,,M13e,Daijuyama;Kotoinazuma;Kotonowaka;Ozutsu;Kyokudozan;Itai
Ryogoku,2,13,-22,16,16.0932,35,28,1,,M13w,Toyonoumi;Tagaryu
Mitoizumi,8,7,2,61,62.3655,36,27,1,,M14e,Toyonoumi;Daijuyama;Misugisato;Ryogoku;Wakahanada;Oginohana;Jingaku;Kirinishiki
