Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Kitanoumi,Y1w,Y1e,N/A,1,1,0,-25,14,-25,163.67049999999998,8,16.402
Wajima,Y1e,Y1w,N/A,0,0,1,-22,13,-23,134.1256,6,11.0159
Asahikuni,O1w,O1e,N/A,3,3,2,-7,10,-9,99.1919,4,6.7573
Takanohana,O1e,O1w,N/A,2,2,3,-4,9,-7,84.48299999999999,3,5.8547
Mienoumi,O2e,O2e,N/A,4,4,4,2,8,-2,73.95679999999999,2,2.8716
Wakamisugi,S1e,S1e,N/A,5,5,5,-9,11,-14,129.0402,3,9.8696
Kaiketsu,S1w,S1w,N/A,6,6,6,-8,11,-14,129.1491,7,12.612000000000002
Kurohimeyama,K1e,K1e,N/A,8,8,7,6,8,-1,77.3206,4,6.7573
Washuyama,M4w,K1w,N/A,17,17,8,7,10,-1,92.5626,2,2.8716
Takamiyama,M1e,K2e,N/A,10,10,9,8,8,-1,94.2901,4,6.7573
Arase,M6w,M1e,M3w,21,21,10,15,9,5,81.97670000000001,1,1.5961
Fujizakura,K1w,M1w,M3w,9,9,11,15,6,4,41.94149999999999,0,0
Tamanofuji,M5w,M2e,M4w,19,19,12,17,8,5,88.82509999999999,3,5.4818
Kirinji,S2e,M2w,M4w,7,7,13,17,5,4,54.935,3,5.1612
Yutakayama,M6e,M3e,M5e,20,20,14,18,8,4,65.49929999999999,0,0
Kaneshiro,M8w,M3w,M5w,25,25,15,19,9,4,71.6499,0,0
Kaiki,M7e,M4e,M6e,22,22,16,20,8,4,70.82,0,0
Oshio,M3w,M4w,M6w,15,15,17,21,6,4,33.9324,0,0
Tamakiyama,M1w,M5e,M6w,11,11,18,21,5,3,32.5502,1,1.2755
Masuiyama,M4e,M5w,M7e,16,16,19,22,6,3,59.7616,1,1.5961
Aobajo,M8e,M6e,M7e,24,24,20,22,8,2,54.3732,0,0
Onishiki,M2e,M6w,M7e,12,12,21,22,5,1,40.3185,1,2.2896
Takanosato,M12w,M7e,M7w,33,33,22,23,10,1,83.0248,0,0
Daiju,M11e,M7w,M8e,30,30,23,24,9,1,65.35149999999999,0,0
Banryuyama,M5e,M8e,M8e,18,18,24,24,6,0,36.4329,0,0
Haguroiwa,M10e,M8w,M9e,28,28,25,26,8,1,57.739599999999996,0,0
Kitaseumi,M2w,M9e,M9w,13,13,26,27,4,1,22.537000000000003,1,1.2755
Daigo,J4w,M9w,M10w,43,43,27,29,11,2,91.11359999999999,0,0
Chiyozakura,M9w,M10e,M10w,27,27,28,29,7,1,50.87819999999999,0,0
Wakajishi,M7w,M10w,M10w,23,23,29,29,6,0,42.7913,0,0
Kotokaze,J1e,M11e,M11e,36,36,30,30,9,0,75.0003,0,0
Onoumi,J1w,M11w,M11w,37,37,31,31,9,0,67.0058,0,0
Onobori,J4e,M12e,M12e,42,42,32,32,10,0,78.0058,0,0
Masudayama,M13w,M12w,M12w,35,35,33,33,8,0,65.18459999999999,0,0
Wakanoumi,M11w,M13e,M12w,31,31,34,33,7,-1,46.44069999999999,0,0
Kotogatake,J2e,M13w,M14e,38,38,35,36,8,1,55.0083,0,0
Adachi,M9e,M14e,M14e,26,26,36,36,5,0,22.816900000000004,0,0
Tochiazuma,M3e,M14w,M14e,14,14,37,36,2,-1,9.4459,1,1.2755
Shiratayama,J3e,M15e,M15e,40,40,38,38,8,0,66.02759999999999,0,0
Ryumon,J3w,M15w,M15w,41,41,39,39,8,0,66,0,0
Iwashita,J9e,M16e,J1e,52,52,40,42,10,2,88,0,0
Kurama,J8w,M16w,J2w,51,51,41,45,9,4,75,0,0
Kotonofuji,M12e,J1e,J3e,32,32,42,46,4,4,20.3443,0,0
Aobayama,J6w,J1w,J2w,47,47,43,45,8,2,63,0,0
Dairyugawa,J2w,J2e,J2w,39,39,44,45,6,1,31.0331,0,0
Daio,J5w,J2w,J3w,45,45,45,47,7,2,47.0273,0,0
Kanaya,J10w,J3e,J6w,55,55,46,53,8,7,66,0,0
Misugiiso,J12w,J3w,J6w,59,59,47,53,9,6,59,0,0
Futatsuryu,M10w,J4e,J9w,29,29,48,59,0,11,0,0,0
Taiga,J7e,J4w,J7e,48,48,49,54,6,5,49,0,0
Katsunishiki,J8e,J5e,J6e,50,50,50,52,7,2,51,0,0
Owashi,M13e,J5w,J10e,34,34,51,60,1,9,7.220199999999999,0,0
Kurosegawa,J13w,J6e,J7w,61,61,52,55,9,3,59,0,0
Hachiya,J7w,J6w,J7w,49,49,53,55,6,2,46,0,0
Tochiisami,J11w,J7e,J7w,57,57,54,55,8,1,36,0,0
Wakasoryu,J12e,J7w,J8e,58,58,55,56,8,1,56.000299999999996,0,0
Chiyonofuji,J6e,J8e,J8e,46,46,56,56,5,0,36,0,0
Teruyama,J11e,J8w,J9e,56,56,57,58,7,1,46,0,0
Yoshinotani,J5e,J9e,J9e,44,44,58,58,4,0,20.0058,0,0
Asanobori,J9w,J9w,J9w,53,53,59,59,6,0,40,0,0
Kototateyama,J10e,J10e,J10e,54,54,60,60,6,0,40.000299999999996,0,0
Oshinoyama,J13e,J10w,N/A,60,60,61,74,4,13,17,0,0
