Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Chiyonofuji,Y1e,Y1e,N/A,0,0,0,-22,13,-22,140.1472,7,13.626100000000001
Kitanoumi,Y1w,Y1w,M11e,1,1,1,31,0,30,0,0,0
Takanosato,O1e,O1e,N/A,2,2,2,-24,14,-26,149.23879999999997,7,14.112400000000001
Kotokaze,O2w,O1w,N/A,5,5,3,-13,12,-16,119.6064,6,10.3224
Wakashimazu,O1w,O2e,N/A,3,3,4,-11,11,-15,92.87019999999998,4,6.4367
Hokutenyu,O2e,O2w,N/A,4,4,5,-2,9,-7,106.4218,7,12.612
Asashio,O3e,O3e,N/A,6,6,6,0,9,-6,77.90299999999999,4,6.7573
Masudayama,K1w,S1e,N/A,10,10,7,8,8,1,94.26450000000001,4,9.2718
Dewanohana,S1e,S1w,N/A,7,7,8,9,7,1,59.522,2,3.8857
Kurama,M4w,K1e,M3w,18,18,9,16,8,7,71.7464,3,4.1471
Onokuni,M5e,K1w,M4e,19,19,10,17,8,7,70.94109999999999,1,2.2896
Kirinji,M9w,M1e,M4w,28,28,11,18,10,7,91.8626,0,0
Koboyama,M7w,M1w,M4w,24,24,12,18,9,6,78.38329999999999,0,0
Toryu,M5w,M2e,M4w,20,20,13,18,8,5,73.6168,1,1.2755
Ozutsu,K1e,M2w,M5e,9,9,14,19,5,5,44.9084,2,2.8716
Wakasegawa,M1w,M3e,M6w,12,12,15,22,5,7,43.9409,2,3.5651
Sadanoumi,M3w,M3w,M6w,16,16,16,22,6,6,50.20569999999999,1,2.2896
Aobajo,S1w,M4e,M6w,8,8,17,22,4,5,25.1011,1,1.2755
Hidanohana,M11w,M4w,M7e,33,33,18,23,10,5,83.6174,0,0
Daijuyama,N/A,M5e,M7e,29,29,19,23,9,4,78.12380000000002,0,0
Takamiyama,M2e,M5w,M7e,13,13,20,23,5,3,31.198199999999993,1,1.5961
Oyutaka,M10e,M6e,M7w,30,30,21,24,9,3,76.0685,0,0
Itai,M8w,M6w,M7w,26,26,22,24,8,2,73.4774,0,0
Sakahoko,M6w,M7e,M7w,22,22,23,24,7,1,57.5439,0,0
Shishiho,M2w,M7w,M7w,14,14,24,24,5,0,40.74099999999999,2,3.8857
Tagaryu,M10w,M8e,M8e,31,31,25,25,9,0,75.3223,0,0
Kaiki,M7e,M8w,M8e,23,23,26,25,7,-1,61.08039999999998,0,0
Saisu,M3e,M9e,M8e,15,15,27,25,5,-2,46.090799999999994,2,3.5651
Asahifuji,M11e,M9w,M8w,32,32,28,26,9,-2,82.241,0,0
Fujizakura,M6e,M10e,M9e,21,21,29,27,6,-2,46.760799999999996,0,0
Azumanada,M4e,M10w,M9e,17,17,30,27,5,-3,41.608599999999996,1,1.5961
Oshio,M9e,M11e,M10e,27,27,31,29,7,-2,51.256899999999995,0,0
Hoshi,J5e,M11w,M11e,45,45,32,31,11,-1,84,0,0
Tamaryu,M8e,M12e,M11e,25,25,33,31,6,-2,45.0606,0,0
Tochitsurugi,J1e,M12w,M13e,37,37,34,35,8,1,69.0032,0,0
Tochitsukasa,J1w,M13e,M13w,38,38,35,36,8,1,65.0153,0,0
Amanoyama,M12e,M13w,M13w,34,34,36,36,7,0,57.290000000000006,0,0
Wakanofuji,J2e,M14e,M14e,39,39,37,37,8,0,67.0137,0,0
Tochihikari,M1e,M14w,M14e,11,11,38,37,1,-1,7.7227,0,0
Hakuryu,J3e,M15e,M15e,41,41,39,39,8,0,72.00110000000001,0,0
Onishiki,J4e,M15w,M16e,43,43,40,41,8,1,53,0,0
Washuyama,M12w,M16e,M16e,35,35,41,41,6,0,44.6467,0,0
Tochiakagi,M13e,J1e,J1e,36,36,42,42,6,0,47.242999999999995,0,0
Tochiizumi,J4w,J1w,J1e,44,44,43,42,8,-1,66,0,0
Daitetsu,J7e,J2e,J1w,49,49,44,43,9,-1,75,0,0
Kurosegawa,J3w,J2w,J2e,42,42,45,44,7,-1,61,0,0
Hachiya,J6w,J3e,J3e,48,48,46,46,8,0,60,0,0
Ichinowatari,J8e,J3w,J4w,51,51,47,49,8,2,57,0,0
Takamisugi,J10w,J4e,J5e,56,56,48,50,9,2,68,0,0
Shiraiwa,J8w,J4w,J5e,52,52,49,50,8,1,58,0,0
Ofuji,J11e,J5e,J5w,57,57,50,51,9,1,77.0001,0,0
Jingaku,J9e,J5w,J5w,53,53,51,51,8,0,57.0001,0,0
Masurao,J13w,J6e,J6e,62,62,52,52,10,0,61,0,0
Kotochitose,J7w,J6w,J6e,50,50,53,52,7,-1,54,0,0
Hoo,J5w,J7e,J6e,46,46,54,52,6,-2,49.0001,0,0
Shinko,J6e,J7w,J6w,47,47,55,53,6,-2,41,0,0
Tengoyama,J10e,J8e,J8w,55,55,56,57,7,1,47,0,0
Kakureizan,J2w,J8w,J9e,40,40,57,58,3,1,25.0126,0,0
Sanofuji,J12e,J9e,J10w,59,59,58,61,7,3,29,0,0
Kiyomidake,J13e,J9w,J13w,61,61,59,67,6,8,24,0,0
Seionada,J12w,J10e,N/A,60,60,60,70,5,10,41,0,0
Onohana,J11w,J10w,N/A,58,58,61,72,4,11,10,0,0
Kinoarashi,J9w,J11e,N/A,54,54,62,76,2,14,11,0,0
