Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Asahifuji,Y2e,Y1e,N/A,2,2,0,-26,14,-26,155.3968,6,10.3224
Chiyonofuji,Y2w,Y1w,M10w,3,3,1,29,1,28,5.0459,0,0
Hokutoumi,Y1e,Y2e,M11e,0,0,2,30,0,28,0,0,0
Onokuni,Y1w,Y2w,M11w,1,1,3,31,0,28,0,0,0
Konishiki,O1e,O1e,N/A,4,4,4,-22,14,-26,145.8961,5,8.0328
Kirishima,O1w,O1w,N/A,5,5,5,-9,11,-14,112.02299999999998,1,1.5961
Takatoriki,K1w,S1e,N/A,9,9,6,3,9,-3,77.79069999999999,4,8.9512
Kotonishiki,S1e,S1w,N/A,6,6,7,4,8,-3,75.1068,3,4.1471
Akinoshima,M1e,K1e,N/A,10,10,8,4,9,-4,89.5656,2,5.0655
Takahanada,M1w,K1w,N/A,11,11,9,5,9,-4,81.8148,3,6.9822
Akebono,S1w,M1e,N/A,7,7,10,9,7,-1,61.497699999999995,2,3.5651
Kotogaume,M3e,M1w,M2e,14,14,11,12,8,1,84.62669999999999,3,4.1471
Daishoyama,M4e,M2e,M3e,16,16,12,14,8,2,69.5382,5,9.5332
Tochinowaka,M2e,M2w,M3e,12,12,13,14,7,1,60.3429,2,2.8716
Terao,K1e,M3e,M5e,8,8,14,18,5,4,44.594899999999996,0,0
Misugisato,M2w,M3w,M5w,13,13,15,19,6,4,47.321,2,2.551
Wakahanada,M7e,M4e,M6e,22,22,16,20,8,4,74.6434,1,1.5961
Wakasegawa,M8w,M4w,M7w,25,25,17,23,8,6,69.97349999999999,0,0
Kirinishiki,M9e,M5e,M8e,26,26,18,24,8,6,61.281299999999995,0,0
Kasugafuji,M11w,M5w,M8w,31,31,19,25,9,6,68.2105,0,0
Sakahoko,M5w,M6e,M8w,19,19,20,25,6,5,37.830799999999996,0,0
Enazakura,M14e,M6w,M9e,36,36,21,26,10,5,77.56079999999999,0,0
Hananokuni,M10e,M7e,M9e,28,28,22,26,8,4,63.03939999999999,0,0
Kushimaumi,M6e,M7w,M9e,20,20,23,26,6,3,38.211499999999994,0,0
Kyokudozan,M10w,M8e,M9w,29,29,24,27,8,3,54.40679999999999,0,0
Oginohana,M6w,M8w,M9w,21,21,25,27,6,2,43.7769,1,1.5961
Kotonowaka,M11e,M9e,M10e,30,30,26,28,8,2,65.5655,0,0
Takamisugi,M5e,M9w,M10e,18,18,27,28,5,1,32.2369,0,0
Ryogoku,M15w,M10e,M10w,39,39,28,29,10,1,92.0216,0,0
Kototsubaki,M9w,M10w,M10w,27,27,29,29,7,0,58.2208,0,0
Toyonoumi,M8e,M11e,M11e,24,24,30,30,6,0,42.8534,0,0
Mitoizumi,M12w,M11w,M11w,33,33,31,31,8,0,66.57059999999998,0,0
Itai,M4w,M12e,M11w,17,17,32,31,4,-1,22.1205,0,0
Tomoefuji,M13w,M12w,M12w,35,35,33,33,8,0,57.464299999999994,0,0
Kotofuji,M7w,M13e,M12w,23,23,34,33,5,-1,39.95439999999999,0,0
Daishoho,J2e,M13w,M10e,42,42,35,28,11,-7,96.0273,0,0
Ozutsu,M12e,M14e,M13e,32,32,36,34,7,-2,57.48740000000001,0,0
Takanofuji,M15e,M14w,M14e,38,38,37,36,8,-1,63.146499999999996,0,0
Jingaku,M3w,M15e,M14w,15,15,38,37,2,-1,15.1689,0,0
Kotoinazuma,J3e,M15w,M13e,44,44,39,34,10,-5,73.0636,0,0
Kitakachidoki,M13e,M16e,J2e,34,34,40,44,5,4,33.117599999999996,0,0
Owakamatsu,J3w,M16w,M15w,45,45,41,39,9,-2,73,0,0
Daikiko,J6e,J1e,J2e,50,50,42,44,9,2,79,0,0
Kyokugozan,J2w,J1w,J2w,43,43,43,45,7,2,50,0,0
Tochitsukasa,J1e,J2e,J3e,40,40,44,46,6,2,49.033699999999996,0,0
Asahisato,J1w,J2w,J3w,41,41,45,47,6,2,35.033699999999996,0,0
Tatsuhikari,J10e,J3e,J4e,58,58,46,48,10,2,83,0,0
Tamaryu,J4e,J3w,J4e,46,46,47,48,7,1,56,0,0
Mainoumi,J6w,J4e,J4w,51,51,48,49,8,1,73,0,0
Daijuyama,M14w,J4w,J7w,37,37,49,55,3,6,18.076099999999997,0,0
Wakashoyo,J11e,J5e,J5e,60,60,50,50,10,0,86,0,0
Takanonami,J7e,J5w,J5e,52,52,51,50,8,-1,67,0,0
Tamakairiki,J9w,J6e,J5w,57,57,52,51,9,-1,69,0,0
Sasshunada,J8w,J6w,J6w,55,55,53,53,8,0,61,0,0
Kiraiho,J4w,J7e,J6w,47,47,54,53,6,-1,40.0299,0,0
Daizen,J5e,J7w,J7e,48,48,55,54,6,-1,44,0,0
Tsunenoyama,J7w,J8e,J7w,53,53,56,55,7,-1,51,0,0
Daigaku,J5w,J8w,J7w,49,49,57,55,6,-2,38,0,0
Komafudo,J12e,J9e,J8e,62,62,58,56,9,-2,69,0,0
Kumao,J11w,J9w,J9w,61,61,59,59,8,0,67,0,0
Naminohana,J12w,J10e,J10w,63,63,60,61,8,1,54,0,0
Kotohakusan,J10w,J10w,J10w,59,59,61,61,7,0,47,0,0
Yoshinobori,J8e,J11e,J12e,54,54,62,64,5,2,31,0,0
Hitachiryu,J13e,J11w,J13e,64,64,63,66,7,3,27,0,0
Ryugahama,J13w,J12e,N/A,65,65,64,79,4,15,23,0,0
