Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Mienoumi,Y1w,Y1e,N/A,1,1,0,-25,14,-25,166.06660000000002,7,18.127299999999998
Wakanohana,Y2e,Y1w,N/A,2,2,1,-16,12,-17,119.09530000000001,4,7.9371
Kitanoumi,Y1e,Y2e,N/A,0,0,2,-10,10,-12,98.02060000000002,3,6.6616
Wajima,Y2w,Y2w,N/A,3,3,3,-7,10,-10,94.8674,4,8.2577
Takanohana,O1e,O1e,N/A,4,4,4,-2,9,-6,110.11179999999999,3,8.8555
Masuiyama,S1w,S1e,N/A,6,6,5,-8,11,-13,113.0406,2,3.5651
Tochiakagi,M1w,S1w,N/A,10,10,6,0,10,-6,139.6037,5,14.241599999999998
Tamanofuji,K1e,K1e,N/A,7,7,7,5,8,-2,86.35929999999999,5,12.047699999999999
Kurosegawa,M1e,K1w,N/A,9,9,8,7,8,-1,79.6052,4,6.4367
Takanosato,S1e,M1e,M2e,5,5,9,11,6,2,41.5004,1,1.2755
Tochihikari,M7w,M1w,M2w,22,22,10,12,10,2,82.26989999999999,1,1.5961
Amanoyama,M2e,M2e,M5e,11,11,11,17,6,6,49.8935,2,3.5651
Arase,M12e,M2w,M7e,31,31,12,21,10,9,88.06219999999999,0,0
Washuyama,M10w,M3e,M7w,28,28,13,22,9,9,81.41109999999999,0,0
Yutakayama,M13e,M3w,M8e,33,33,14,23,10,9,93.5016,1,1.2755
Kurohimeyama,M9e,M4e,M8e,25,25,15,23,8,8,64.3556,0,0
Kotowaka,M9w,M4w,M8w,26,26,16,24,8,8,59.0864,0,0
Aobajo,M3w,M5e,M8w,14,14,17,24,5,7,43.6572,2,2.551
Fujizakura,M11w,M5w,M8w,30,30,18,24,9,6,64.99449999999999,0,0
Ozutsu,M10e,M6e,M9e,27,27,19,25,8,6,58.272,0,0
Asashio,M6w,M6w,M7w,20,20,20,22,7,2,60.931900000000006,0,0
Chiyonofuji,M7e,M7e,M8e,21,21,21,23,7,2,56.57939999999999,0,0
Aobayama,M6e,M7w,M9e,19,19,22,25,6,3,42.6138,0,0
Dewanohana,K1w,M8e,M9w,8,8,23,26,3,3,42.6096,1,2.2896
Terunoyama,M8w,M8w,M9w,24,24,24,26,7,2,57.6723,0,0
Futatsuryu,M4w,M9e,M9w,16,16,25,26,5,1,31.261399999999995,2,2.8716
Kirinji,J2e,M9w,M10e,37,37,26,27,10,1,91.281,0,0
Kaiki,M3e,M10e,M10e,13,13,27,27,4,0,35.262899999999995,2,5.0655
Misugiiso,M5e,M10w,M10e,17,17,28,27,5,-1,33.6855,0,0
Mitsuruyama,J2w,M11e,M10w,38,38,29,28,10,-1,81.28540000000001,0,0
Masudayama,M5w,M11w,M10w,18,18,30,28,5,-2,38.812,0,0
Kurama,M12w,M12e,M11w,32,32,31,30,8,-1,71.8146,0,0
Hoo,M4e,M12w,M11e,15,15,32,29,4,-3,51.8518,2,3.5651
Zaonishiki,M8e,M13e,M11e,23,23,33,29,6,-4,50.7937,0,0
Kotokaze,J11w,M13w,M11w,56,56,34,30,14,-4,124.0001,0,0
Takamiyama,M2w,M14e,M11w,12,12,35,30,3,-5,20.7517,1,1.5961
Toryu,M11e,M14w,M12e,29,29,36,31,7,-5,56.320699999999995,0,0
Tamakiyama,J4e,M15e,M14e,41,41,37,35,9,-2,77.0004,0,0
Hidanohana,J3e,M15w,M15e,39,39,38,37,8,-1,58,0,0
Shinko,J1e,M16e,M15e,35,35,39,37,7,-2,48.0004,0,0
Daigo,J8e,M16w,M16e,49,49,40,39,10,-1,80.0001,0,0
Kotetsuyama,J8w,M17e,J2e,50,50,41,44,9,3,76.0001,0,0
Kagetora,M13w,J1e,J2e,34,34,42,44,5,2,42.15729999999999,0,0
Kotonofuji,J6w,J1w,J2e,46,46,43,44,8,1,62.0001,0,0
Kotochitose,J4w,J2e,J2e,42,42,44,44,7,0,54,0,0
Sadanoumi,J7e,J2w,J2w,47,47,45,45,8,0,53,0,0
Daio,J5e,J3e,J2w,43,43,46,45,7,-1,46,0,0
Taniarashi,J3w,J3w,J3e,40,40,47,46,6,-1,43,0,0
Wakajishi,J6e,J4e,J3w,45,45,48,47,7,-1,44,0,0
Suiryu,J10w,J4w,J4e,54,54,49,48,9,-1,63,0,0
Taiko,J5w,J5e,J5e,44,44,50,50,6,0,33,0,0
Hakuryu,J1w,J5w,J5e,36,36,51,50,4,-1,25,0,0
Matsuyama,J10e,J6e,J5w,53,53,52,51,8,-1,59,0,0
Daihi,J7w,J6w,J7e,48,48,53,54,6,1,43,0,0
Oshio,J13w,J7e,J7e,60,60,54,54,9,0,28,0,0
Onishiki,J12e,J7w,J7w,57,57,55,55,8,0,57,0,0
Hakuryuyama,J12w,J8e,J8e,58,58,56,56,8,0,53,0,0
Kotogatake,J13e,J8w,J10w,59,59,57,61,7,4,26,0,0
Banryuyama,J9w,J9e,J13e,52,52,58,66,4,8,20,0,0
Tochiisami,J9e,J9w,J14w,51,51,59,69,3,10,7,0,0
Kototateyama,J11e,J10e,J14w,55,55,60,69,4,9,4,0,0
