Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Wajima,Y1e,Y1e,N/A,0,-1,0,-19,12,-19,136.1316,4,7.4508
Kotozakura,Y1w,Y1w,M4w,1,0,1,18,3,17,32.6359,1,1.2755
Kitanofuji,Y2e,Y2e,M5e,2,1,2,19,3,17,30.383699999999997,1,1.2755
Takanohana,O1e,O1e,N/A,3,2,3,-4,9,-7,105.01760000000002,4,8.9512
Daiju,O1w,O1w,N/A,4,3,4,-3,9,-7,104.5906,3,5.1612
Daikirin,O2e,O2e,N/A,5,4,5,-2,9,-7,101.43209999999999,5,12.4206
Kitanoumi,S1e,S1e,N/A,7,6,6,-20,14,-26,182.02429999999998,6,13.209800000000001
Kaiketsu,K1w,S1w,N/A,10,9,7,-5,11,-12,152.98549999999997,6,10.322400000000002
Kiyokuni,O2w,S2e,M13e,6,5,8,35,0,27,0,0,0
Fujizakura,K1e,K1e,N/A,9,8,9,2,9,-7,109.8937,6,16.531200000000002
Kurohimeyama,K2w,K1w,N/A,11,10,10,8,8,-2,92.3552,4,9.9653
Kongo,M6w,M1e,M1w,23,22,11,12,10,1,104.68350000000001,2,2.551
Kitaseumi,M3w,M1w,M2w,17,16,12,14,8,2,81.47309999999999,2,3.8857
Takamiyama,M4w,M2e,M3w,19,18,13,16,8,3,80.2236,2,3.8857
Yutakayama,M7e,M2w,M4e,24,23,14,17,9,3,71.8814,0,0
Hasegawa,S1w,M3e,M4e,8,7,15,17,5,2,47.4173,2,6.0796
Wakanoumi,M5w,M3w,M4w,21,20,16,18,8,2,73.2139,0,0
Mienoumi,M6e,M4e,M5e,22,21,17,19,8,2,75.4756,0,0
Wakajishi,M3e,M4w,M6e,16,15,18,21,6,3,63.813199999999995,4,11.4657
Ryuko,M5e,M5e,M6e,20,19,19,21,7,2,50.6489,0,0
Washuyama,M7w,M5w,M6w,25,24,20,22,8,2,56.0681,0,0
Tenryu,M1w,M6e,M6w,13,12,21,22,5,1,52.2855,2,2.8716
Fukunohana,M10e,M6w,M7e,30,29,22,23,9,1,77.9419,0,0
Masuiyama,M2e,M7e,M7e,14,13,23,23,5,0,40.5028,2,5.0655
Arase,M10w,M7w,M7w,31,30,24,24,9,0,83.1632,0,0
Mutsuarashi,M8w,M8e,M7w,27,26,25,24,8,-1,67.5259,0,0
Maenoyama,M1e,M8w,M8e,12,11,26,25,4,-1,29.786399999999993,1,2.2896
Tochiazuma,M4e,M9e,M9e,18,17,27,27,5,0,40.1584,0,0
Yoshinotani,M12w,M9w,M9w,35,34,28,28,9,0,68.3457,0,0
Asahikuni,M2w,M10e,M9w,15,14,29,28,4,-1,44.1587,1,1.2755
Ryuo,M9e,M10w,M10e,28,27,30,29,7,-1,53.01449999999999,0,0
Haguroiwa,M11w,M11e,M10w,33,32,31,30,8,-1,57.621199999999995,0,0
Yoshioyama,M8e,M11w,M11e,26,25,32,31,6,-1,42.937099999999994,0,0
Oshio,J1w,M12e,M8w,37,36,33,26,10,-7,82.0407,0,0
Futagodake,J2e,M12w,M11e,38,37,34,31,9,-3,74.2003,0,0
Onishiki,M9w,M13e,M14w,29,28,35,38,5,3,32.424099999999996,0,0
Tokibayama,J3e,M13w,M12e,40,39,36,33,9,-3,70.001,0,0
Wakamisugi,J2w,M14e,M13w,39,38,37,36,8,-1,59.000800000000005,0,0
Shiratayama,J4e,M14w,M15e,42,41,38,39,8,1,59.0004,0,0
Wakafutase,J4w,M15e,M15w,43,42,39,40,8,1,60,0,0
Dairyugawa,M12e,M15w,J3w,34,33,40,47,4,7,27.352899999999998,0,0
Tochifuji,J5w,M16e,J1e,45,44,41,42,8,1,61.00020000000001,0,0
Asanobori,J3w,J1e,J1e,41,40,42,42,7,0,52.0013,0,0
Kotetsuyama,M11e,J1w,J4w,32,31,43,49,3,6,28.473599999999998,0,0
Chiyozakura,J12w,J2e,J2e,59,58,44,44,11,0,90.00030000000001,0,0
Tamakiyama,J5e,J2w,J2w,44,43,45,45,7,0,48.00020000000001,0,0
Futatsuryu,J7w,J3e,J3e,49,48,46,46,8,0,59.0001,0,0
Teruzakura,J8e,J3w,J3w,50,49,47,47,8,0,66,0,0
Kaneshiro,J6w,J4e,J4e,47,46,48,48,7,0,48.0002,0,0
Kirinji,J9e,J4w,J4w,52,51,49,49,8,0,70.0002,0,0
Kotonofuji,J11w,J5e,J5e,57,56,50,50,9,0,75.0002,0,0
Shurao,J10e,J5w,J5w,54,53,51,51,8,0,61,0,0
Tamanofuji,J10w,J6e,J6e,55,54,52,52,8,0,61.0002,0,0
Kawasaki,J8w,J6w,J6e,51,50,53,52,7,-1,47.00020000000001,0,0
Nishinishiki,J11e,J7e,J6w,56,55,54,53,8,-1,48,0,0
Daio,J1e,J7w,J6w,36,35,55,53,3,-2,19.000799999999998,0,0
Kenryu,J12e,J8e,J7w,58,57,56,55,8,-1,58,0,0
Owashi,J6e,J8w,J7w,46,45,57,55,5,-2,39.00020000000001,0,0
Kotomidori,J13e,J9e,J8w,60,59,58,57,8,-1,41,0,0
Genbu,J13w,J9w,J9e,61,60,59,58,8,-1,35,0,0
Chiyonoumi,J7e,J10e,J8w,48,47,60,57,5,-3,45,0,0
Maruyama,J9w,J10w,N/A,53,52,61,70,3,9,10.0001,0,0
