Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Chiyonofuji,Y1w,Y1e,N/A,1,1,0,-21,13,-21,131.7095,7,12.612
Hokutoumi,Y1e,Y1w,N/A,0,0,1,-10,10,-11,92.0111,4,6.4367
Onokuni,Y2e,Y2e,M11w,2,2,2,32,0,30,0,0,0
Asahifuji,O2w,O1e,N/A,6,6,3,-20,14,-23,160.4986,8,16.402
Konishiki,O1e,O1w,N/A,3,3,4,-15,12,-19,130.40750000000003,8,17.9024
Kirishima,O1w,O2e,N/A,4,4,5,-2,9,-7,87.89960000000002,4,6.4367
Hokutenyu,O2e,O2w,N/A,5,5,6,3,8,-3,67.37209999999999,5,9.5332
Akinoshima,M1e,S1e,N/A,11,11,7,1,10,-6,130.3088,6,12.8369
Terao,S1e,S1w,N/A,7,7,8,9,7,1,60.02430000000001,4,7.9371
Kotofuji,M1w,K1e,N/A,12,12,9,10,8,1,80.42639999999999,3,5.4818
Takanofuji,M9e,K1w,M2e,27,27,10,13,11,3,103.73230000000001,0,0
Ryogoku,K1e,M1e,M3e,9,9,11,15,6,4,47.019000000000005,2,2.8716
Kotonishiki,M6w,M1w,M3w,22,22,12,16,9,4,92.07869999999998,2,5.3861
Itai,M5e,M2e,M4e,19,19,13,17,8,4,70.23499999999999,1,1.2755
Ozutsu,M8e,M2w,M5e,25,25,14,19,9,5,85.00030000000001,0,0
Hananokuni,M6e,M3e,M5e,21,21,15,19,8,4,63.0736,0,0
Mitoizumi,M7e,M3w,M6e,23,23,16,21,8,5,68.3327,1,2.2896
Daijuyama,M9w,M4e,M6w,28,28,17,22,9,5,76.5311,0,0
Tochinowaka,S1w,M4w,M6w,8,8,18,22,4,4,27.0858,1,1.2755
Kushimaumi,M4e,M5e,M7e,17,17,19,23,6,4,70.1903,3,6.1753
Jingaku,M8w,M5w,M7w,26,26,20,24,8,4,68.3198,0,0
Sakahoko,M2w,M6e,M7w,14,14,21,24,5,3,37.8654,0,0
Kotogaume,K1w,M6w,M7w,10,10,22,24,4,2,28.597900000000003,0,0
Kirinishiki,M11e,M7e,M8e,31,31,23,25,9,2,69.184,0,0
Enazakura,M5w,M7w,M8w,20,20,24,26,6,2,43.3433,0,0
Tagaryu,M12e,M8e,M9e,33,33,25,27,9,2,67.2268,0,0
Takamisugi,M10e,M8w,M9e,29,29,26,27,8,1,66.0731,0,0
Oginohana,M2e,M9e,M9e,13,13,27,27,4,0,31.9299,2,3.8857
Owakamatsu,J3e,M9w,M9w,42,42,28,28,11,0,91.0112,0,0
Misugisato,M10w,M10e,M9w,30,30,29,28,8,-1,60.1254,0,0
Wakasegawa,M4w,M10w,M9w,18,18,30,28,5,-2,30.835699999999996,1,1.2755
Kotoinazuma,M3e,M11e,M10e,15,15,31,29,4,-2,31.3226,0,0
Tochitsukasa,M11w,M11w,M10w,32,32,32,30,8,-2,59.070699999999995,0,0
Kasugafuji,M3w,M12e,M10w,16,16,33,30,4,-3,22.476399999999998,1,1.2755
Asahisato,J1e,M12w,M11w,38,38,34,32,9,-2,75.0492,0,0
Takatoriki,J1w,M13e,M12e,39,39,35,33,9,-2,74.0001,0,0
Kyokugozan,M13e,M13w,M12e,35,35,36,33,8,-3,66.39789999999999,0,0
Takanohama,M13w,M14e,M12w,36,36,37,34,8,-3,77.73519999999999,0,0
Kyokudozan,M7w,M14w,M12w,24,24,38,34,5,-4,37.48,0,0
Daishoyama,J11w,M15e,M16e,59,59,39,41,12,2,101.0001,0,0
Kitakachidoki,J2e,M15w,J1e,40,40,40,42,7,2,53.009899999999995,0,0
Akebono,J10w,M16e,J1w,57,57,41,43,11,2,97.0001,0,0
Wakahanada,J8w,J1e,J1w,53,53,42,43,10,1,84,0,0
Tamaryu,J5e,J1w,J2e,46,46,43,44,8,1,70,0,0
Dairyu,J9e,J2e,J4e,54,54,44,48,9,4,64,0,0
Daitetsu,J7e,J2w,J4e,50,50,45,48,8,3,63,0,0
Koboyama,J3w,J3e,J4w,43,43,46,49,6,3,38.0012,0,0
Onohana,J8e,J3w,J5e,52,52,47,50,8,3,56,0,0
Kototsubaki,J4e,J4e,J5e,44,44,48,50,6,2,41,0,0
Nishinoryu,J6w,J4w,J5w,49,49,49,51,7,2,49,0,0
Tamakairiki,J4w,J5e,J5w,45,45,50,51,6,1,39,0,0
Hoshiiwato,J2w,J5w,J5w,41,41,51,51,5,0,38.0092,0,0
Takahanada,M14e,J6e,J5w,37,37,52,51,4,-1,34.1823,0,0
Kinoarashi,J11e,J6w,J6e,58,58,53,52,9,-1,78,0,0
Saganobori,J5w,J7e,J6w,47,47,54,53,6,-1,39,0,0
Hananofuji,J10e,J7w,J7e,56,56,55,54,8,-1,50,0,0
Sasshunada,J6e,J8e,J7e,48,48,56,54,6,-2,38,0,0
Masurao,M12w,J8w,J8e,34,34,57,56,2,-1,12.1001,0,0
Ishinriki,J7w,J9e,J8w,51,51,58,57,6,-1,45,0,0
Komafudo,J9w,J9w,J14w,55,55,59,69,4,10,30,0,0
Osuzuki,J12w,J10e,N/A,61,61,60,71,5,11,40,0,0
Takanomine,J13e,J10w,N/A,62,62,61,72,5,11,43,0,0
Fujinoshin,J13w,J11e,N/A,63,63,62,77,4,15,27,0,0
Goken,J12e,J11w,N/A,60,60,63,90,0,27,0,0,0
