Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Terunofuji,Y1e,Y1e,M8e,0,0,0,22,2,22,23.4702,0,0
Hoshoryu,O1w,O1e,N/A,2,2,1,-22,12,-23,152.35389999999998,4,7.4508
Onosato,O2w,O1w,N/A,3,3,2,-7,10,-9,108.1578,3,5.1612
Kotozakura,O1e,O2e,M2w,1,1,3,11,5,8,57.96379999999999,1,1.2755
Daieisho,S1w,S1e,N/A,5,5,4,-9,11,-13,112.2902,3,4.1471
Oho,M3w,S1w,N/A,13,13,5,-5,12,-10,133.3629,5,8.0328
Kirishima,M1w,K1e,N/A,9,9,6,-5,11,-11,119.634,5,8.0328
Abi,K1e,K1w,M1e,6,6,7,8,7,1,78.06129999999999,3,6.1753
Wakatakakage,K1w,M1e,M1w,7,7,8,9,7,1,70.95939999999999,2,5.0655
Gonoyama,M3e,M1w,M2e,12,12,9,10,8,1,68.88279999999999,2,5.3861
Wakamotoharu,S1e,M2e,M2e,4,4,10,10,6,0,58.18529999999999,0,0
Chiyoshoma,M5w,M2w,M2w,17,17,11,11,9,0,63.77609999999999,0,0
Tobizaru,M2e,M3e,M3e,10,10,12,12,7,0,64.354,3,8.3692
Takanosho,M1e,M3w,M4e,8,8,13,14,6,1,63.899399999999986,2,2.8716
Takayasu,M6e,M4e,M5e,18,18,14,16,8,2,54.72389999999999,2,2.8716
Kinbozan,M14w,M4w,M5w,35,35,15,17,12,2,112.6192,2,4.5792
Ichiyamamoto,M6w,M5e,M5w,19,19,16,17,8,1,61.5864,2,2.8716
Ura,M4w,M5w,M5w,15,15,17,17,7,0,59.7191,2,3.5651
Hiradoumi,M5e,M6e,M6e,16,16,18,18,7,0,65.28689999999999,1,2.2896
Takerufuji,M11w,M6w,M6w,29,29,19,19,10,0,78.2195,2,3.5651
Tamawashi,M10e,M7e,M7e,26,26,20,20,9,0,79.6742,0,0
Shodai,M4e,M7w,M7e,14,14,21,20,6,-1,60.7306,4,7.4508
Atamifuji,M2w,M8e,M7w,11,11,22,21,5,-1,43.7549,2,4.5792
Oshoma,M9w,M8w,M8w,25,25,23,23,8,0,57.1027,0,0
Hakuoho,M15e,M9e,M10e,36,36,24,26,10,2,81.80239999999999,0,0
Endo,M7e,M9w,M10e,20,20,25,26,6,1,46.02869999999999,0,0
Shishi,J4w,M10e,M10w,49,49,26,27,13,1,110,0,0
Nishikigi,M12e,M10w,M11e,30,30,27,28,8,1,60.1563,0,0
Shonannoumi,M13e,M11e,M12e,32,32,28,30,8,2,63.05799999999999,0,0
Midorifuji,M11e,M11w,M12e,28,28,29,30,7,1,48.7039,0,0
Ryuden,J3e,M12e,M13e,46,46,30,32,11,2,97,0,0
Aonishiki,J5w,M12w,M13w,51,51,31,33,12,2,95,0,0
Onokatsu,M12w,M13e,M13w,31,31,32,33,7,1,60.1154,0,0
Meisei,M10w,M13w,M13w,27,27,33,33,6,0,43.1383,0,0
Takarafuji,M8w,M14e,M13w,23,23,34,33,5,-1,37.0398,0,0
Nishikifuji,M17e,M14w,M14e,40,40,35,34,9,-1,69.6339,0,0
Sadanoumi,J1e,M15e,M15e,42,42,36,36,9,0,68.0009,0,0
Churanoumi,M9e,M15w,M16e,24,24,37,38,4,1,27.0265,0,0
Asakoryu,J2w,M16e,M16w,45,45,38,39,9,1,72,0,0
Shirokuma,J4e,M16w,J1e,48,48,39,42,9,3,64,0,0
Tokihayate,M17w,M17e,J1w,41,41,40,43,7,3,49.1568,0,0
Kotoshoho,M13w,M17w,J1w,33,33,41,43,5,2,34.0159,0,0
Mitakeumi,M7w,J1e,J1w,21,21,42,43,2,1,12.077799999999998,0,0
Tamashoho,M16e,J1w,J2e,38,38,43,44,6,1,41.1524,0,0
Kayo,J1w,J2e,J2w,43,43,44,45,7,1,47.0133,0,0
Kagayaki,M16w,J2w,J2w,39,39,45,45,6,0,42.2262,0,0
Kitanowaka,M15w,J3e,J5w,37,37,46,51,4,5,32.1441,0,0
Tochitaikai,J7e,J3w,J6e,54,54,47,52,8,5,49,0,0
Roga,M8e,J4e,J6e,22,22,48,52,0,4,0,0,0
Oshoumi,J9w,J4w,J6w,59,59,49,53,9,4,56,0,0
Nabatame,J14e,J5e,J7e,68,68,50,54,11,4,87,0,0
Fujiseiun,J8e,J5w,J7e,56,56,51,54,8,3,53,0,0
Hidenoumi,J6e,J6e,J7e,52,52,52,54,7,2,52,0,0
Shiden,J2e,J6w,J7e,44,44,53,54,5,1,38,0,0
Tomokaze,J6w,J7e,J7w,53,53,54,55,7,1,54,0,0
Mitoryu,J8w,J7w,J7w,57,57,55,55,8,0,45,0,0
Kotoeiho,J13w,J8e,J8w,67,67,56,57,10,1,69,0,0
Hakuyozan,J10w,J8w,J9w,61,61,57,59,8,2,49,0,0
Wakaikari,J13e,J9e,J10e,66,66,58,60,9,2,58,0,0
Tohakuryu,J11w,J9w,J10w,63,63,59,61,8,2,50,0,0
Hokutofuji,M14e,J10e,J12e,34,34,60,64,0,4,0,0,0
Kiryuko,J12w,J10w,J13w,65,65,61,67,7,6,43,0,0
Daiseizan,J9e,J11e,J14e,58,58,62,68,5,6,29,0,0
Shimanoumi,J5e,J11w,J14e,50,50,63,68,3,5,14,0,0
Tsurugisho,J3w,J12e,J14w,47,47,64,69,2,5,12,0,0
Hatsuyama,J12e,J12w,N/A,64,64,65,70,6,5,32,0,0
Daiamami,J11e,J13e,N/A,62,62,66,76,4,10,17,0,0
Shimazuumi,J10e,J13w,N/A,60,60,67,78,3,11,9,0,0
Bushozan,J7w,J14e,N/A,55,55,68,85,0,17,0,0,0
Daishoho,J14w,J14w,N/A,69,69,69,95,1,26,3,0,0
