Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Kitanoumi,Y1e,Y1e,N/A,0,0,0,-22,13,-22,145.4946,3,5.1612
Wajima,Y1w,Y1w,M12w,1,1,1,31,0,30,0,0,0
Takanohana,O1e,O1e,N/A,2,2,2,-24,13,-26,142.2548,3,5.1612
Kaiketsu,O1w,O1w,N/A,3,3,3,-11,11,-14,119.00439999999998,4,8.2577
Mienoumi,M1e,S1e,N/A,8,8,4,-6,11,-10,114.8976,4,8.9512
Wakamisugi,S1e,S1w,N/A,4,4,5,-2,9,-7,91.88329999999999,1,1.5961
Kirinji,K1e,K1e,N/A,6,6,6,4,8,-2,77.2893,3,6.9822
Arase,M2w,K1w,N/A,11,11,7,5,9,-2,93.3782,3,5.4818
Masuiyama,M2e,M1e,M1e,10,10,8,8,8,0,87.36649999999999,2,5.3861
Fujizakura,M3e,M1w,M2e,12,12,9,10,8,1,77.80339999999998,1,1.5961
Daiju,M4e,M2e,M3e,14,14,10,12,8,2,87.9895,3,5.1612
Yutakayama,M7e,M2w,M4e,20,20,11,14,9,3,81.6966,0,0
Takamiyama,M5e,M3e,M4e,16,16,12,14,8,2,59.298100000000005,3,6.6616
Hasegawa,M1w,M3w,M4w,9,9,13,15,6,2,67.0739,3,5.1612
Ryuko,M8e,M4e,M7e,22,22,14,20,8,6,66.62509999999999,0,0
Tamanofuji,M10w,M4w,M7w,27,27,15,21,9,6,75.76219999999999,1,1.2755
Kaneshiro,M8w,M5e,M7w,23,23,16,21,8,5,57.377700000000004,0,0
Fukunohana,M4w,M5w,M7w,15,15,17,21,6,4,44.320899999999995,2,3.1922
Asahikuni,K1w,M6e,M7w,7,7,18,21,4,3,28.5805,0,0
Tamakiyama,J1e,M6w,M8e,36,36,19,22,11,3,93.0015,0,0
Tochiazuma,M5w,M7e,M8w,17,17,20,23,6,3,36.064899999999994,1,1.5961
Kurohimeyama,S1w,M7w,M8w,5,5,21,23,3,2,36.026799999999994,1,3.79
Aobajo,M10e,M8e,M9e,26,26,22,24,8,2,54.394099999999995,0,0
Kongo,M6w,M8w,M9w,19,19,23,25,6,2,37.9421,0,0
Kotonofuji,M11e,M9e,M10e,28,28,24,26,8,2,55.3112,0,0
Taiga,M13w,M9w,M10w,33,33,25,27,9,2,81.64749999999998,0,0
Daio,M11w,M10e,M10w,29,29,26,27,8,1,67.131,0,0
Takanosato,J2e,M10w,M11e,38,38,27,28,10,1,71.00319999999999,0,0
Futagodake,M6e,M11e,M11e,18,18,28,28,5,0,34.3765,0,0
Banryuyama,M13e,M11w,M12e,32,32,29,30,8,1,62.40369999999999,0,0
Ryuo,M9e,M12e,M12e,24,24,30,30,6,0,41.7324,0,0
Oshio,J1w,M12w,M12w,37,37,31,31,9,0,69.0068,0,0
Wakajishi,M7w,M13e,M12w,21,21,32,31,5,-1,32.410999999999994,1,1.2755
Kitaseumi,M3w,M13w,M12w,13,13,33,31,3,-2,17.3022,0,0
Onishiki,M12e,M14e,M13e,30,30,34,32,7,-2,56.3403,0,0
Mutsuarashi,M14w,M14w,M13w,35,35,35,33,8,-2,60.13499999999999,0,0
Maruyama,J3e,M15e,M14e,40,40,36,34,9,-2,82.0076,0,0
Shiratayama,M12w,M15w,M15w,31,31,37,37,6,0,41.3316,0,0
Tenryu,J3w,M16e,M16w,41,41,38,39,8,1,78.0036,0,0
Tochiisami,J4e,M16w,M17e,42,42,39,40,8,1,69,0,0
Aobayama,J6w,M17e,M17w,47,47,40,41,9,1,76,0,0
Owashi,M9w,M17w,J1w,25,25,41,43,3,2,21.239299999999997,0,0
Asanobori,J6e,J1e,J2e,46,46,42,44,8,2,70,0,0
Masudayama,J7e,J1w,J3e,48,48,43,46,8,3,60,0,0
Washuyama,J7w,J2e,J3w,49,49,44,47,8,3,64,0,0
Yoshioyama,J5w,J2w,J3w,45,45,45,47,7,2,52,0,0
Dairyugawa,M14e,J3e,J4e,34,34,46,48,4,2,22.2947,0,0
Chiyonofuji,J8w,J3w,J4w,51,51,47,49,8,2,65,0,0
Wakanoumi,J4w,J4e,J4w,43,43,48,49,6,1,45.0015,0,0
Futatsuryu,J9e,J4w,J5e,52,52,49,50,8,1,62,0,0
Itakura,J13w,J5e,J5w,61,61,50,51,10,1,57,0,0
Kozan,J9w,J5w,J5w,53,53,51,51,8,0,52,0,0
Katsunishiki,J10e,J6e,J6e,54,54,52,52,8,0,53,0,0
Teruzakura,J8e,J6w,J6e,50,50,53,52,7,-1,52,0,0
Chiyozakura,J12w,J7e,J6w,59,59,54,53,9,-1,72,0,0
Haguroiwa,J5e,J7w,J7e,44,44,55,54,5,-1,37,0,0
Nishinishiki,J11w,J8e,J7w,57,57,56,55,8,-1,49,0,0
Yoshinotani,J2w,J8w,J8w,39,39,57,57,3,0,18,0,0
Genbu,J11e,J9e,J11e,56,56,58,62,6,4,31,0,0
Haji,J12e,J9w,J12e,58,58,59,64,6,5,24,0,0
Kenryu,J10w,J10e,J14w,55,55,60,69,4,9,14,0,0
Wakafutase,J13e,J10w,N/A,60,60,61,70,5,9,27,0,0
