Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Hakuho,Y1e,Y1e,N/A,0,0,0,-26,14,-26,174.9733,8,16.402
Harumafuji,Y1w,Y1w,N/A,1,1,1,-5,9,-6,111.139,3,5.1612
Kisenosato,O1w,O1e,N/A,3,3,2,-7,10,-9,107.1745,5,10.226700000000001
Kakuryu,O1e,O1w,N/A,2,2,3,-4,9,-7,97.5536,4,9.6447
Kotooshu,O2w,O2e,N/A,5,5,4,-1,9,-5,113.1127,6,12.516300000000001
Kotoshogiku,O2e,O2w,N/A,4,4,5,2,8,-3,82.60529999999999,3,6.341
Goeido,S1w,S1e,N/A,8,8,6,-6,11,-12,114.68350000000001,7,13.999000000000002
Tochiozan,M1w,S1w,N/A,12,12,7,2,10,-5,132.87189999999998,6,11.336500000000001
Baruto,O3e,S2e,M11w,6,6,8,32,1,24,8.9864,0,0
Shohozan,M2e,K1e,N/A,13,13,9,3,10,-6,117.5265,7,12.612000000000002
Toyonoshima,M6w,K1w,N/A,22,22,10,8,11,-2,112.7115,1,2.2896
Kyokutenho,M6e,M1e,M1e,21,21,11,11,10,0,92.8256,0,0
Aminishiki,K1e,M1w,M1e,9,9,12,11,7,-1,62.5554,3,5.1612
Myogiryu,S1e,M2e,M2e,7,7,13,13,6,0,71.13499999999999,3,8.3692
Toyohibiki,M5w,M2w,M2w,20,20,14,14,9,0,71.70899999999999,0,0
Kaisei,M2w,M3e,M3w,14,14,15,16,7,1,55.770999999999994,2,2.8716
Gagamaru,M7e,M3w,M6e,23,23,16,21,8,5,52.7208,0,0
Aran,M7w,M4e,M6w,24,24,17,22,8,5,65.7791,0,0
Sadanofuji,J4w,M4w,M7e,49,49,18,23,14,5,123,0,0
Ikioi,M10e,M5e,M7e,29,29,19,23,9,4,68.409,0,0
Homasho,K1w,M5w,M7w,10,10,20,24,4,4,33.7842,1,1.5961
Aoiyama,M5e,M6e,M8e,19,19,21,25,6,4,45.0373,0,0
Tochinoshin,M3e,M6w,M8e,15,15,22,25,5,3,35.778,1,1.5961
Tokitenku,M8e,M7e,M9e,25,25,23,27,7,4,46.0896,0,0
Takayasu,M4e,M7w,M9e,17,17,24,27,5,3,34.5855,1,1.2755
Yoshikaze,M10w,M8e,M9w,30,30,25,28,8,3,62.9547,0,0
Masunoyama,M4w,M8w,M9w,18,18,26,28,5,2,43.8797,1,2.2896
Chiyotairyu,M15w,M9e,M10w,40,40,27,30,10,3,86.6724,0,0
Takekaze,M3w,M9w,M10w,16,16,28,30,4,2,26.976799999999997,0,0
Kitataiki,M12e,M10e,M11e,33,33,29,31,8,2,54.08239999999999,0,0
Tochinowaka,J7e,M10w,M11w,54,54,30,32,13,2,112,0,0
Wakanosato,M12w,M11e,M11w,34,34,31,32,8,1,57.0265,0,0
Fujiazuma,M13e,M11w,M12e,35,35,32,33,8,1,62.0545,0,0
Okinoumi,M1e,M12e,M12e,11,11,33,33,2,0,33.1196,2,6.0796
Tamawashi,M16e,M12w,M13e,41,41,34,35,9,1,66.38289999999999,0,0
Daido,M8w,M13e,M13w,26,26,35,36,5,1,33.0633,1,1.2755
Takarafuji,J1w,M13w,M14e,43,43,36,37,9,1,68.0144,0,0
Asahisho,M11e,M14e,M14e,31,31,37,37,6,0,40.0233,0,0
Shotenro,M9e,M14w,M14e,27,27,38,37,5,-1,33.7288,0,0
Kotoyuki,J3e,M15e,M15w,46,46,39,40,9,1,54.0019,0,0
Miyabiyama,M11w,M15w,J1e,32,32,40,42,5,2,32.0181,0,0
Tamaasuka,J2w,M16e,J1w,45,45,41,43,8,2,58.001,0,0
Jokoryu,M14e,J1e,J1w,37,37,42,43,6,1,43.3399,0,0
Daikiho,J5e,J1w,J2e,50,50,43,44,9,1,61.001,0,0
Satoyama,J11e,J2e,J4e,62,62,44,48,11,4,83,0,0
Chiyonokuni,M14w,J2w,J4e,38,38,45,48,5,3,32.310399999999994,0,0
Sagatsukasa,J7w,J3e,J4w,55,55,46,49,9,3,77,0,0
Kimurayama,J2e,J3w,J5e,44,44,47,50,6,3,44.0013,0,0
Takanoyama,J4e,J4e,J5e,48,48,48,50,7,2,41,0,0
Wakakoyu,M13w,J4w,J5e,36,36,49,50,4,1,30.036,0,0
Tenkaiho,J1e,J5e,J6e,42,42,50,52,5,2,38.0013,0,0
Tokushoryu,J3w,J5w,J6w,47,47,51,53,6,2,47,0,0
Sotairyu,J8e,J6e,J7e,56,56,52,54,8,2,55,0,0
Chiyootori,J6e,J6w,J7e,52,52,53,54,7,1,47,0,0
Oiwato,J9w,J7e,J8w,59,59,54,57,8,3,57,0,0
Yoshiazuma,M15e,J7w,J8w,39,39,55,57,3,2,25.0478,0,0
Homarefuji,J14e,J8e,J9e,68,68,56,58,10,2,59,0,0
Asasekiryu,M9w,J8w,J9e,28,28,57,58,0,1,0,0,0
Tanzo,J8w,J9e,J9w,57,57,58,59,7,1,53,0,0
Kyokushuho,J10w,J9w,J9w,61,61,59,59,8,0,49,0,0
Hochiyama,J6w,J10e,J11w,53,53,60,63,5,3,30,0,0
Akiseyama,J13e,J10w,J12e,66,66,61,64,8,3,44,0,0
Takamisakari,J9e,J11e,J12e,58,58,62,64,6,2,39,0,0
Tokushinho,J13w,J11w,J12w,67,67,63,65,8,2,58,0,0
Kotoyutaka,J5w,J12e,J12w,51,51,64,65,4,1,26,0,0
Takanoiwa,J12e,J12w,J13e,64,64,65,66,7,1,39,0,0
Nionoumi,J11w,J13e,N/A,63,63,66,73,5,7,29,0,0
Kitaharima,J10e,J13w,N/A,60,60,67,74,4,7,21,0,0
Ryuden,J12w,J14e,N/A,65,65,68,79,4,11,21,0,0
Masakaze,J14w,J14w,N/A,69,69,69,91,2,22,14,0,0
