Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Hakuho,Y1e,Y1e,N/A,0,0,0,-18,12,-18,114.4076,5,8.0328
Harumafuji,O1w,O1e,N/A,2,2,1,-24,14,-25,158.6257,7,14.112400000000001
Baruto,O1e,O1w,N/A,1,1,2,-13,11,-15,99.69980000000001,4,7.9371
Kotooshu,O2w,O2e,N/A,4,4,3,-2,9,-5,68.6964,4,7.1302
Kaio,O2e,O2w,M6w,3,3,4,21,3,17,18.6304,0,0
Kotoshogiku,S1e,S1e,N/A,5,5,5,-9,11,-14,125.019,7,14.112400000000001
Kisenosato,S1w,S1w,N/A,6,6,6,-4,10,-10,113.92260000000002,5,9.740400000000001
Kakuryu,S2w,S2e,N/A,7,7,7,-3,10,-10,96.1614,5,9.419800000000002
Toyonoshima,M2w,K1e,N/A,13,13,8,7,9,-1,93.03240000000002,4,5.743200000000001
Aran,M6w,K1w,M1w,21,21,9,11,10,2,89.90789999999998,0,0
Homasho,M9e,M1e,M2e,26,26,10,12,11,2,91.20749999999998,0,0
Wakanosato,M5w,M1w,M2w,19,19,11,13,9,2,95.35119999999999,1,1.5961
Yoshikaze,M1w,M2e,M2w,11,11,12,13,7,1,52.3907,2,3.5651
Tochiozan,M8e,M2w,M3e,24,24,13,14,10,1,76.7495,0,0
Okinoumi,M4e,M3e,M3e,16,16,14,14,8,0,69.4426,3,6.1753
Takekaze,M4w,M3w,M3w,17,17,15,15,8,0,64.1848,1,1.2755
Tochinoshin,K1w,M4e,M3w,9,9,16,15,6,-1,47.932500000000005,2,2.8716
Goeido,K1e,M4w,M5e,8,8,17,18,5,1,27.1676,1,2.2896
Tokitenku,M7e,M5e,M6e,22,22,18,20,8,2,64.5858,0,0
Miyabiyama,M8w,M5w,M7w,25,25,19,23,8,4,63.303599999999996,0,0
Takayasu,M11e,M6e,M8e,30,30,20,24,9,4,67.0728,0,0
Wakakoyu,M3e,M6w,M8e,14,14,21,24,5,3,45.9158,3,5.8547
Kaisei,M5e,M7e,M8e,18,18,22,24,6,2,41.4836,0,0
Masunoyama,J1e,M7w,M9e,40,40,23,26,11,3,98,0,0
Fujiazuma,M15e,M8e,M10e,38,38,24,28,10,4,85.02729999999998,0,0
Tochinowaka,M11w,M8w,M10w,31,31,25,29,8,4,60.6857,0,0
Kitataiki,M10e,M9e,M11e,28,28,26,30,7,4,55.021399999999986,0,0
Tamawashi,M6e,M9w,M11e,20,20,27,30,5,3,35.3567,0,0
Toyohibiki,M12w,M10e,M11w,33,33,28,31,8,3,61.0394,0,0
Sagatsukasa,M13e,M10w,M12e,34,34,29,32,8,3,56.107299999999995,0,0
Gagamaru,M7w,M11e,M12w,23,23,30,33,5,3,45.411699999999996,0,0
Asasekiryu,M9w,M11w,M12w,27,27,31,33,6,2,33.6771,0,0
Kyokutenho,M2e,M12e,M13e,12,12,32,34,2,2,22.606900000000003,1,1.5961
Yoshiazuma,J2e,M12w,M14e,42,42,33,36,9,3,76.0012,0,0
Shotenro,M13w,M13e,M14w,35,35,34,37,7,3,61.051899999999996,0,0
Aminishiki,M3w,M13w,M14w,15,15,35,37,2,2,12.5508,0,0
Daido,M12e,M14e,M15e,32,32,36,38,6,2,46.079299999999996,0,0
Takanoyama,J5w,M14w,M15w,49,49,37,39,10,2,83,0,0
Tamaasuka,J1w,M15e,M15w,41,41,38,39,8,1,65.0012,0,0
Kokkai,J4e,M15w,M16e,46,46,39,40,9,1,74,0,0
Tosayutaka,M1e,M16e,M16e,10,10,40,40,0,0,0,0,0
Kimurayama,M15w,M16w,M16w,39,39,41,41,7,0,57.077600000000004,0,0
Hochiyama,J5e,J1e,J1e,48,48,42,42,9,0,73,0,0
Tochinonada,M14w,J1w,J1w,37,37,43,43,6,0,47.026399999999995,0,0
Takarafuji,M10w,J2e,J1w,29,29,44,43,4,-1,30.002899999999997,0,0
Myogiryu,J12w,J2w,J2w,63,63,45,45,12,0,81,0,0
Bushuyama,J2w,J3e,J2w,43,43,46,45,7,-1,60.0012,0,0
Sadanofuji,J7e,J3w,J3e,52,52,47,46,9,-1,64,0,0
Matsutani,J3e,J4e,J3e,44,44,48,46,7,-2,53,0,0
Tsurugidake,J10e,J4w,J4e,58,58,49,48,10,-1,82,0,0
Tenkaiho,J10w,J5e,J4w,59,59,50,49,10,-1,70,0,0
Aoiyama,J4w,J5w,J4w,47,47,51,49,7,-2,45,0,0
Sotairyu,J7w,J6e,J5w,53,53,52,51,8,-1,65,0,0
Tamanoshima,J3w,J6w,J5w,45,45,53,51,6,-2,46,0,0
Masuraumi,J12e,J7e,J6e,62,62,54,52,10,-2,74,0,0
Sadanoumi,J6e,J7w,J6e,50,50,55,52,7,-3,39,0,0
Takamisakari,M14e,J8e,J7e,36,36,56,54,3,-2,22.0061,0,0
Shironoryu,J9w,J8w,J7w,57,57,57,55,8,-2,55,0,0
