Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Hokutoumi,Y1w,Y1e,N/A,1,1,0,-25,14,-25,156.28320000000005,8,16.402
Chiyonofuji,Y1e,Y1w,N/A,0,0,1,-6,9,-7,77.9992,4,5.7432
Futahaguro,Y2e,Y2e,N/A,2,2,2,-4,9,-6,79.97749999999999,5,9.4198
Onokuni,O1e,O1e,N/A,3,3,3,-19,13,-22,157.5066,7,16.6269
Konishiki,O1w,O1w,N/A,4,4,4,-14,12,-18,128.8387,5,8.7263
Asashio,O2e,O2e,M2w,5,5,5,3,8,-2,66.863,1,1.2755
Hokutenyu,O2w,O2w,M3e,6,6,6,4,8,-2,63.282199999999996,4,8.630600000000001
Asahifuji,S1e,S1e,N/A,7,7,7,-11,12,-18,135.7254,7,14.805900000000001
Tochinowaka,S1w,S1w,M4e,8,8,8,6,8,-2,76.72500000000001,5,10.920200000000001
Jingaku,M5w,K1e,M8e,20,20,9,14,9,5,78.1022,0,0
Sakahoko,M4w,K1w,M9e,18,18,10,16,8,6,95.4224,4,11.4657
Tamaryu,M5e,M1e,M9w,19,19,11,17,8,6,75.4328,0,0
Takamisugi,M7e,M1w,M11w,23,23,12,21,8,9,64.0274,0,0
Kirinji,M1e,M2e,M11w,11,11,13,21,5,8,25.4024,2,2.551
Daijuyama,M7w,M2w,M12e,24,24,14,22,8,8,64.61970000000001,0,0
Itai,M10e,M3e,M12w,29,29,15,23,9,8,92.72959999999999,1,1.5961
Maenoshin,K1e,M3w,M12w,9,9,16,23,4,7,41.2495,1,2.2896
Ryogoku,M2e,M4e,M12w,13,13,17,23,5,6,32.1239,0,0
Kotogaume,M10w,M4w,M13e,30,30,18,24,9,6,70.69069999999999,0,0
Hananoumi,M8w,M5e,M13e,26,26,19,24,8,5,54.48729999999999,0,0
Kirinishiki,M9w,M5w,M14e,28,28,20,26,8,6,62.0009,0,0
Terao,M6e,M6e,M14w,21,21,21,27,6,6,41.8938,1,1.2755
Koboyama,M12w,M6w,M15e,34,34,22,28,9,6,74.2251,0,0
Tagaryu,M6w,M7e,M15e,22,22,23,28,6,5,36.740899999999996,0,0
Dewanohana,K1w,M7w,M15e,10,10,24,28,3,4,24.9606,2,3.5651
Ozutsu,M2w,M8e,M15e,14,14,25,28,4,3,24.7535,1,1.2755
Nankairyu,J4e,M8w,M15w,43,43,26,29,11,3,88.0234,0,0
Sasshunada,M13e,M9e,M15w,35,35,27,29,9,2,77.4294,0,0
Kotoinazuma,J2w,M9w,M16e,40,40,28,30,10,2,79.0054,0,0
Fujinoshin,M13w,M10e,M16e,36,36,29,30,9,1,78.584,0,0
Tochitsukasa,M11w,M10w,M16e,32,32,30,30,8,0,59.1063,0,0
Takanofuji,M1w,M11e,M16e,12,12,31,30,3,-1,30.8353,2,5.0655
Kirishima,M12e,M11w,J1e,33,33,32,31,8,-1,66.9726,0,0
Toryu,M8e,M12e,J1e,25,25,33,31,6,-2,41.93879999999999,0,0
Daitetsu,M4e,M12w,J1e,17,17,34,31,4,-3,23.787499999999998,1,1.2755
Onohana,J9w,M13e,J1w,54,54,35,32,13,-3,119.0001,0,0
Enazakura,J2e,M13w,J2e,39,39,36,33,9,-3,64.0703,0,0
Hananokuni,J1w,M14e,J3w,38,38,37,36,8,-1,54.0648,0,0
Sadanoumi,M3w,M14w,J2w,16,16,38,34,3,-4,21.7652,0,0
Kinoarashi,M9e,M15e,J4e,27,27,39,37,5,-2,31.6227,0,0
Kurama,J5w,M15w,J5w,46,46,40,40,9,0,74.0001,0,0
Wakasegawa,J3w,M16e,J5w,42,42,41,40,8,-1,59,0,0
Masurao,M3e,J1e,J6e,15,15,42,41,1,-1,5.4917,0,0
Hidanohana,J5e,J1w,J7e,45,45,43,43,8,0,57.0001,0,0
Kitakachidoki,J6e,J2e,J8e,47,47,44,45,8,1,61.00020000000001,0,0
Chikubayama,J4w,J2w,J8w,44,44,45,46,7,1,50,0,0
Mitoizumi,J11e,J3e,J9e,57,57,46,47,10,1,79,0,0
Masudayama,J1e,J3w,J9e,37,37,47,47,5,0,42.0085,0,0
Tochimatoi,J3e,J4e,J9e,41,41,48,47,6,-1,40,0,0
Onishiki,M11e,J4w,J12e,31,31,49,53,2,4,15.6299,0,0
Misugisato,J7w,J5e,J11w,50,50,50,52,7,2,51,0,0
Akinoshima,J10w,J5w,J12w,56,56,51,54,8,3,62,0,0
Hoo,J13e,J6e,J13e,61,61,52,55,9,3,61,0,0
Hoshiiwato,J7e,J6w,J13e,49,49,53,55,6,2,48.0001,0,0
Tochitsurugi,J12e,J7e,J14e,59,59,54,57,8,3,48,0,0
Iwatefuji,J8e,J7w,J14e,51,51,55,57,6,2,46.0001,0,0
Ishinriki,J10e,J8e,J14e,55,55,56,57,7,1,43.0001,0,0
Kotofuji,J8w,J8w,J14w,52,52,57,58,6,1,47,0,0
Oshio,J6w,J9e,N/A,48,48,58,62,4,4,26,0,0
Takanohama,J12w,J9w,N/A,60,60,59,62,7,3,47,0,0
Otaka,J9e,J10e,N/A,53,53,60,63,5,3,31,0,0
Tochinohana,J11w,J10w,N/A,58,58,61,68,5,7,37,0,0
Hakuryu,J13w,J11e,N/A,62,62,62,72,5,10,24,0,0
