Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Wajima,Y2e,Y1e,N/A,2,2,0,-26,14,-26,153.4026,8,17.9024
Kitanoumi,Y1w,Y1w,N/A,1,1,1,-17,12,-18,120.44659999999998,6,12.516300000000001
Wakanohana,Y1e,Y2e,N/A,0,0,2,-14,11,-16,96.6664,4,5.7432
Mienoumi,O1e,O1e,N/A,3,3,3,-23,14,-26,174.87079999999997,7,18.8208
Takanohana,O1w,O1w,N/A,4,4,4,-2,9,-6,72.5851,3,4.1471
Asahikuni,O2w,O2e,M2w,5,5,5,3,8,-2,83.3751,3,7.3551
Tochiakagi,S1w,S1e,M1w,7,7,6,1,9,-5,106.8607,6,11.015900000000002
Takanosato,M2w,S1w,M6w,13,13,7,11,8,4,73.4477,1,1.5961
Masuiyama,M3e,K1e,M7e,14,14,8,12,8,4,66.23479999999999,2,2.8716
Tochihikari,M5w,K1w,M7w,19,19,9,13,9,4,84.98830000000001,1,2.2896
Kurama,M5e,M1e,M9e,18,18,10,16,8,6,77.07749999999999,1,1.5961
Tamanofuji,M7w,M1w,M9w,23,23,11,17,9,6,81.66069999999999,0,0
Ozutsu,M1w,M2e,M9w,11,11,12,17,6,5,51.2829,3,4.8406
Kurosegawa,M2e,M2w,M10e,12,12,13,18,6,5,50.951499999999996,4,5.743200000000001
Arase,M7e,M3e,M11e,22,22,14,20,8,6,63.7941,0,0
Dewanohana,M11w,M3w,M11w,31,31,15,21,10,6,88.49719999999999,2,3.1922
Kurohimeyama,M4e,M4e,M10e,16,16,16,18,7,2,53.90069999999999,2,2.551
Amanoyama,M4w,M4w,M10w,17,17,17,19,7,2,65.9811,1,2.2896
Kotowaka,M8e,M5e,M12e,24,24,18,22,8,4,69.0886,0,0
Futatsuryu,K1e,M5w,M12e,8,8,19,22,4,3,27.9565,2,2.8716
Tamakiyama,K1w,M6e,M12w,9,9,20,23,4,3,29.211399999999998,1,1.5961
Misugiiso,M9e,M6w,M13e,26,26,21,24,8,3,71.5009,0,0
Kaiki,S1e,M7e,M13e,6,6,22,24,3,2,46.650000000000006,2,6.0796
Aobayama,M3w,M7w,M13w,15,15,23,25,5,2,40.574099999999994,0,0
Mitsuruyama,J2e,M8e,M14e,40,40,24,26,11,2,94.0064,0,0
Aobajo,M6e,M8w,M14e,20,20,25,26,6,1,47.1456,0,0
Kirinji,M12w,M9e,M14w,33,33,26,27,9,1,80.35539999999999,0,0
Zaonishiki,M10w,M9w,M14w,29,29,27,27,8,0,61.00749999999999,0,0
Taniarashi,M6w,M10e,M14w,21,21,28,27,6,-1,39.5381,0,0
Yutakayama,M11e,M10w,M15e,30,30,29,28,8,-1,63.4838,0,0
Takamiyama,M1e,M11e,M15e,10,10,30,28,3,-2,20.8817,3,4.1471
Terunoyama,M9w,M11w,M15w,27,27,31,29,7,-2,48.3194,0,0
Masudayama,M8w,M12e,M16w,25,25,32,31,6,-1,42.384,0,0
Hoo,M13e,M12w,J1e,34,34,33,32,8,-1,67.5466,0,0
Asashio,M10e,M13e,J2e,28,28,34,34,6,0,43.3536,0,0
Chiyonofuji,M14w,M13w,J2w,37,37,35,35,8,0,61.3349,0,0
Kotonofuji,J1e,M14e,J3e,38,38,36,36,8,0,69.0034,0,0
Washuyama,J4e,M14w,J4e,44,44,37,38,9,1,62,0,0
Taiko,J2w,M15e,J4w,41,41,38,39,8,1,57.0003,0,0
Daigo,J3w,M15w,J5w,43,43,39,41,8,2,61.0034,0,0
Fujizakura,M12e,M16e,J6e,32,32,40,42,5,2,35.0115,0,0
Toryu,J4w,M16w,J6w,45,45,41,43,8,2,67,0,0
Hakuryu,J7e,J1e,J7e,50,50,42,44,9,2,70,0,0
Hakuryuyama,J9w,J1w,J7w,55,55,43,45,10,2,78,0,0
Kagetora,M13w,J2e,J7w,35,35,44,45,5,1,44.375899999999994,0,0
Kotogatake,J6w,J2w,J8w,49,49,45,47,8,2,66,0,0
Matsuyama,J3e,J3e,J9e,42,42,46,48,6,2,38.002700000000004,0,0
Suiryu,J7w,J3w,J9w,51,51,47,49,8,2,60,0,0
Wakajishi,J5w,J4e,J9w,47,47,48,49,7,1,59,0,0
Hidanohana,J8w,J4w,J10w,53,53,49,51,8,2,65,0,0
Daisharin,J9e,J5e,J11e,54,54,50,52,8,2,64,0,0
Onishiki,J5e,J5w,J11e,46,46,51,52,6,1,43,0,0
Daio,J1w,J6e,J11w,39,39,52,53,4,1,27,0,0
Daihi,J8e,J6w,J12e,52,52,53,54,7,1,51,0,0
Tochiisami,J6e,J7e,J12e,48,48,54,54,6,0,47,0,0
Shinko,J10w,J7w,J12w,57,57,55,55,8,0,74,0,0
Hachiya,J10e,J8e,J14e,56,56,56,58,7,2,33,0,0
Kokuni#,J11w,J8w,N/A,59,59,57,65,6,8,34,0,0
Banryuyama,M14e,J9e,N/A,36,36,58,66,0,8,0,0,0
Tochitsurugi,J11e,J9w,N/A,58,58,59,84,1,25,8,0,0
