Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Akebono,Y2e,Y1e,N/A,2,2,0,-12,11,-12,109.71749999999999,4,6.4367
Wakanohana,Y1w,Y1w,M5e,1,1,1,19,3,18,25.2519,1,1.2755
Takanohana,Y1e,Y2e,M10w,0,0,2,30,0,28,0,0,0
Musashimaru,O1e,O1e,N/A,3,3,3,-19,13,-22,149.4823,5,10.226700000000001
Takanonami,O1w,O1w,N/A,4,4,4,-2,9,-6,82.75330000000001,0,0
Kaio,S1w,S1e,N/A,7,7,5,-11,12,-16,129.8015,5,10.5473
Dejima,S2e,S1w,N/A,8,8,6,-6,11,-12,110.79990000000001,5,10.226700000000001
Chiyotaikai,O2w,S2e,M13e,5,5,7,35,0,28,0,0,0
Tochiazuma,K1e,K1e,N/A,9,9,8,-1,10,-9,112.053,4,6.7573
Chiyotenzan,M3e,K1w,N/A,15,15,9,9,9,0,89.6148,5,10.226700000000001
Tosanoumi,M1e,K2e,N/A,11,11,10,9,8,-1,87.64699999999999,4,10.4516
Kotonishiki,M3w,M1e,N/A,16,16,11,10,9,-1,107.5559,6,12.1434
Akinoshima,S1e,M1w,M1w,6,6,12,12,6,0,47.87219999999999,0,0
Wakanosato,M10w,M2e,M3w,30,30,13,16,11,3,106.7593,1,1.5961
Toki,M8e,M2w,M5e,25,25,14,19,9,5,78.3212,0,0
Miyabiyama,M2w,M3e,M5w,14,14,15,20,6,5,46.5385,1,1.2755
Takatoriki,K1w,M3w,M5w,10,10,16,20,5,4,33.978,0,0
Higonoumi,M7e,M4e,M6e,23,23,17,21,8,4,72.0716,0,0
Aogiyama,M4w,M4w,M5w,18,18,18,20,7,2,60.540299999999995,1,1.5961
Minatofuji,M9e,M5e,M8e,27,27,19,25,8,6,66.0008,0,0
Tamakasuga,M5w,M5w,M6w,20,20,20,22,7,2,58.5219,0,0
Kaiho,M10e,M6e,M9e,29,29,21,27,8,6,66.7859,0,0
Kyokushuzan,M4e,M6w,M9e,17,17,22,27,5,5,46.9739,3,7.6757
Asanosho,M13e,M7e,M10e,35,35,23,29,9,6,74.21829999999999,0,0
Tochinowaka,M5e,M7w,M10e,19,19,24,29,5,5,44.876099999999994,0,0
Hamanoshima,M13w,M8e,M10w,36,36,25,30,9,5,72.1942,0,0
Shikishima,M11w,M8w,M10w,32,32,26,30,8,4,65.6491,0,0
Terao,M7w,M9e,M10w,24,24,27,30,6,3,47.762699999999995,1,1.5961
Wakanoyama,J1w,M9w,M11e,41,41,28,31,10,3,80.0077,0,0
Tochinonada,M2e,M10e,M11e,13,13,29,31,3,2,21.7091,2,5.0655
Kyokutenho,M14w,M10w,M11w,38,38,30,32,9,2,76.0277,0,0
Wakanojo,M12w,M11e,M11w,34,34,31,32,8,1,55.87329999999999,0,0
Yotsukasa,M15e,M11w,M12e,39,39,32,33,9,1,74.1544,0,0
Daizen,M11e,M12e,M12e,31,31,33,33,7,0,53.675200000000004,0,0
Ohinode,M9w,M12w,M12w,28,28,34,34,6,0,46.672200000000004,0,0
Kotonowaka,M1w,M13e,M12w,12,12,35,34,2,-1,22.4497,0,0
Ganyu,M12e,M13w,M13e,33,33,36,35,7,-1,54.22749999999999,0,0
Otsukasa,J6e,M14e,M13w,50,50,37,36,11,-1,97.0001,0,0
Kotoryu,M8w,M14w,M13w,26,26,38,36,5,-2,37.6084,0,0
Tokitsuumi,M6w,M15e,M13w,22,22,39,36,4,-3,31.090899999999998,0,0
Kinkaiyama,J5w,M15w,M15e,49,49,40,39,10,-1,81.0001,0,0
Mainoumi,J2w,M16e,M16e,43,43,41,41,8,0,67.0001,0,0
Asanowaka,J3w,J1e,J1w,45,45,42,43,8,1,62.0001,0,0
Gojoro,J2e,J1w,J2e,42,42,43,44,7,1,55.0001,0,0
Dewaarashi,J3e,J2e,J3e,44,44,44,46,7,2,59,0,0
Kitakachidoki,J9w,J2w,J3w,57,57,45,47,10,2,83,0,0
Oginishiki,M14e,J3e,J3w,37,37,46,47,5,1,40.0072,0,0
Oikari,J4e,J3w,J4e,46,46,47,48,7,1,51,0,0
Akinoshu,J7e,J4e,J5e,52,52,48,50,8,2,53,0,0
Mitoizumi,J1e,J4w,J5e,40,40,49,50,5,1,35,0,0
Musoyama,M6e,J5e,J5w,21,21,50,51,0,1,0,0,0
Kotoinazuma,J8e,J5w,J6e,54,54,51,52,8,1,65,0,0
Susanoumi,J10w,J6e,J6w,59,59,52,53,9,1,79,0,0
Tomonohana,J5e,J6w,J7e,48,48,53,54,6,1,40,0,0
Takanowaka,J11w,J7e,J7w,61,61,54,55,9,1,66,0,0
Dewataira,J8w,J7w,J8w,55,55,55,57,7,2,49,0,0
Daishi,J6w,J8e,J8w,51,51,56,57,6,1,47,0,0
Kobo,J4w,J8w,J8w,47,47,57,57,5,0,37,0,0
Wakahayato,J11e,J9e,J9e,60,60,58,58,8,0,56,0,0
Hoshitango,J7w,J9w,J9w,53,53,59,59,6,0,39,0,0
Towanoyama,J12w,J10e,J10w,63,63,60,61,8,1,51,0,0
Tochinohana,J13e,J10w,N/A,64,64,61,70,6,9,34,0,0
Tokitsunada,J9e,J11e,N/A,56,56,62,70,4,8,27,0,0
Tochinofuji,J12e,J11w,N/A,62,62,63,76,4,13,32,0,0
Masutsuyoshi,J13w,J12e,N/A,65,65,64,83,3,19,25,0,0
Daishoho,J10e,J12w,N/A,58,58,65,88,0,23,0,0,0
